tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2011-520,Roland Garros,Clay,128,G,20110522,108,103819,3.0,,Roger Federer,R,185.0,SUI,29.787816564,3.0,8390.0,104386,29.0,,Janko Tipsarevic,R,180.0,SRB,26.9158110883,32.0,1225.0,6-1 6-4 6-3,5,R32,90.0,10.0,2.0,76.0,51.0,43.0,14.0,13.0,1.0,1.0,1.0,1.0,71.0,36.0,28.0,13.0,13.0,1.0,6.0
2011-520,Roland Garros,Clay,128,G,20110522,118,103819,3.0,,Roger Federer,R,185.0,SUI,29.787816564,3.0,8390.0,104527,14.0,,Stanislas Wawrinka,R,183.0,SUI,26.1519507187,14.0,1920.0,6-3 6-2 7-5,5,R16,106.0,8.0,2.0,77.0,49.0,40.0,18.0,15.0,1.0,2.0,5.0,1.0,83.0,59.0,38.0,11.0,14.0,1.0,6.0
2011-520,Roland Garros,Clay,128,G,20110522,123,103819,3.0,,Roger Federer,R,185.0,SUI,29.787816564,3.0,8390.0,104792,9.0,,Gael Monfils,R,193.0,FRA,24.7227926078,9.0,2465.0,6-4 6-3 7-6(3),5,QF,154.0,4.0,3.0,88.0,47.0,36.0,25.0,16.0,1.0,4.0,4.0,11.0,133.0,87.0,54.0,19.0,15.0,11.0,16.0
2011-520,Roland Garros,Clay,128,G,20110522,126,103819,3.0,,Roger Federer,R,185.0,SUI,29.787816564,3.0,8390.0,104925,2.0,,Novak Djokovic,R,188.0,SRB,24.0027378508,2.0,11665.0,7-6(5) 6-3 3-6 7-6(5),5,SF,219.0,18.0,2.0,141.0,91.0,70.0,25.0,21.0,9.0,13.0,7.0,2.0,168.0,112.0,67.0,34.0,21.0,21.0,25.0
2011-520,Roland Garros,Clay,128,G,20110522,127,104745,1.0,,Rafael Nadal,L,185.0,ESP,24.9691991786,1.0,12070.0,103819,3.0,,Roger Federer,R,185.0,SUI,29.787816564,3.0,8390.0,7-5 7-6(3) 5-7 6-1,5,F,220.0,4.0,3.0,147.0,106.0,69.0,21.0,22.0,10.0,15.0,11.0,1.0,126.0,80.0,55.0,18.0,21.0,8.0,15.0
2012-540,Wimbledon,Grass,128,G,20120625,17,103819,3.0,,Roger Federer,R,185.0,SUI,30.8802190281,3.0,9435.0,105077,,,Albert Ramos,L,188.0,ESP,24.4380561259,43.0,935.0,6-1 6-1 6-1,5,R128,79.0,9.0,1.0,58.0,40.0,29.0,13.0,11.0,1.0,2.0,0.0,5.0,80.0,46.0,21.0,10.0,10.0,10.0,18.0
2012-540,Wimbledon,Grass,128,G,20120625,73,103819,3.0,,Roger Federer,R,185.0,SUI,30.8802190281,3.0,9435.0,104926,,,Fabio Fognini,R,178.0,ITA,25.0896646133,68.0,695.0,6-1 6-3 6-2,5,R64,74.0,13.0,2.0,60.0,41.0,37.0,11.0,12.0,0.0,0.0,1.0,0.0,73.0,54.0,29.0,8.0,12.0,2.0,8.0
2012-540,Wimbledon,Grass,128,G,20120625,101,103819,3.0,,Roger Federer,R,185.0,SUI,30.8802190281,3.0,9435.0,103898,29.0,,Julien Benneteau,R,185.0,FRA,30.5133470226,32.0,1210.0,4-6 6-7(3) 6-2 7-6(6) 6-1,5,R32,214.0,14.0,4.0,156.0,101.0,80.0,31.0,25.0,4.0,6.0,15.0,10.0,168.0,115.0,79.0,27.0,24.0,8.0,13.0
2012-540,Wimbledon,Grass,128,G,20120625,115,103819,3.0,,Roger Federer,R,185.0,SUI,30.8802190281,3.0,9435.0,103598,,,Xavier Malisse,R,185.0,BEL,31.9342915811,75.0,651.0,7-6(1) 6-1 4-6 6-3,5,R16,131.0,9.0,1.0,117.0,82.0,60.0,20.0,19.0,8.0,11.0,9.0,2.0,111.0,79.0,53.0,9.0,19.0,1.0,7.0
2012-540,Wimbledon,Grass,128,G,20120625,122,103819,3.0,,Roger Federer,R,185.0,SUI,30.8802190281,3.0,9435.0,104022,26.0,,Mikhail Youzhny,R,183.0,RUS,30.0013689254,33.0,1210.0,6-1 6-2 6-2,5,QF,92.0,2.0,0.0,66.0,41.0,36.0,13.0,12.0,2.0,2.0,3.0,2.0,82.0,53.0,27.0,15.0,11.0,14.0,20.0
2012-540,Wimbledon,Grass,128,G,20120625,125,103819,3.0,,Roger Federer,R,185.0,SUI,30.8802190281,3.0,9435.0,104925,1.0,,Novak Djokovic,R,188.0,SRB,25.0951403149,1.0,12280.0,6-3 3-6 6-4 6-3,5,SF,139.0,12.0,0.0,101.0,65.0,49.0,26.0,19.0,2.0,3.0,9.0,2.0,115.0,73.0,52.0,24.0,18.0,8.0,11.0
2012-540,Wimbledon,Grass,128,G,20120625,127,103819,3.0,,Roger Federer,R,185.0,SUI,30.8802190281,3.0,9435.0,104918,4.0,,Andy Murray,R,190.0,GBR,25.1143052704,4.0,6980.0,4-6 7-5 6-3 6-4,5,F,204.0,12.0,3.0,131.0,90.0,68.0,20.0,21.0,5.0,7.0,16.0,1.0,157.0,88.0,61.0,33.0,20.0,8.0,12.0
2012-520,Roland Garros,Clay,128,G,20120527,17,103819,3.0,,Roger Federer,R,185.0,SUI,30.803559206,3.0,9790.0,104735,,,Tobias Kamke,R,180.0,GER,26.0205338809,78.0,648.0,6-2 7-5 6-3,5,R128,117.0,7.0,5.0,101.0,60.0,40.0,21.0,14.0,4.0,7.0,2.0,8.0,97.0,58.0,36.0,10.0,15.0,8.0,16.0
2012-520,Roland Garros,Clay,128,G,20120527,73,103819,3.0,,Roger Federer,R,185.0,SUI,30.803559206,3.0,9790.0,104494,,,Adrian Ungur,R,178.0,ROU,27.3374401095,92.0,597.0,6-3 6-2 6-7(6) 6-3,5,R64,147.0,15.0,1.0,130.0,83.0,65.0,31.0,20.0,6.0,6.0,5.0,7.0,124.0,79.0,56.0,25.0,18.0,8.0,12.0
2012-520,Roland Garros,Clay,128,G,20120527,101,103819,3.0,,Roger Federer,R,185.0,SUI,30.803559206,3.0,9790.0,103917,,,Nicolas Mahut,R,190.0,FRA,30.3490759754,89.0,604.0,6-3 4-6 6-2 7-5,5,R32,157.0,7.0,3.0,104.0,60.0,49.0,29.0,20.0,1.0,3.0,2.0,2.0,128.0,84.0,53.0,21.0,19.0,9.0,14.0
2012-520,Roland Garros,Clay,128,G,20120527,115,103819,3.0,,Roger Federer,R,185.0,SUI,30.803559206,3.0,9790.0,105676,,LL,David Goffin,R,163.0,BEL,21.4729637235,109.0,500.0,5-7 7-5 6-2 6-4,5,R16,174.0,12.0,1.0,125.0,76.0,62.0,31.0,21.0,7.0,8.0,4.0,8.0,150.0,87.0,56.0,37.0,21.0,9.0,13.0
2012-520,Roland Garros,Clay,128,G,20120527,122,103819,3.0,,Roger Federer,R,185.0,SUI,30.803559206,3.0,9790.0,105223,9.0,,Juan Martin Del Potro,R,198.0,ARG,23.6769336071,9.0,2910.0,3-6 6-7(4) 6-2 6-0 6-3,5,QF,194.0,11.0,1.0,138.0,80.0,55.0,35.0,23.0,6.0,10.0,6.0,4.0,135.0,80.0,59.0,17.0,21.0,10.0,18.0
2012-520,Roland Garros,Clay,128,G,20120527,125,104925,1.0,,Novak Djokovic,R,188.0,SRB,25.0184804928,1.0,11800.0,103819,3.0,,Roger Federer,R,185.0,SUI,30.803559206,3.0,9790.0,6-4 7-5 6-3,5,SF,125.0,6.0,2.0,91.0,62.0,45.0,14.0,16.0,4.0,8.0,9.0,3.0,86.0,48.0,27.0,17.0,15.0,3.0,10.0
2012-580,Australian Open,Hard,128,G,20120116,48,103819,3.0,,Roger Federer,R,185.0,SUI,30.4394250513,3.0,8010.0,104628,,Q,Alexander Kudryavtsev,R,183.0,RUS,26.2231348392,172.0,290.0,7-5 6-2 6-2,5,R128,98.0,14.0,2.0,87.0,56.0,44.0,18.0,14.0,3.0,4.0,4.0,4.0,89.0,36.0,23.0,22.0,14.0,7.0,13.0
2012-580,Australian Open,Hard,128,G,20120116,88,103819,3.0,,Roger Federer,R,185.0,SUI,30.4394250513,3.0,8010.0,104676,,,Andreas Beck,L,190.0,GER,25.9438740589,93.0,592.0,W/O,5,R64,,,,,,,,,,,,,,,,,,,
2012-580,Australian Open,Hard,128,G,20120116,108,103819,3.0,,Roger Federer,R,185.0,SUI,30.4394250513,3.0,8010.0,103333,,,Ivo Karlovic,R,208.0,CRO,32.8815879535,57.0,842.0,7-6(6) 7-5 6-3,5,R32,137.0,9.0,0.0,99.0,61.0,49.0,28.0,17.0,2.0,2.0,15.0,3.0,119.0,83.0,63.0,13.0,16.0,4.0,6.0
2012-580,Australian Open,Hard,128,G,20120116,118,103819,3.0,,Roger Federer,R,185.0,SUI,30.4394250513,3.0,8010.0,106071,,,Bernard Tomic,R,193.0,AUS,19.2361396304,38.0,1048.0,6-4 6-2 6-2,5,R16,104.0,13.0,3.0,76.0,44.0,37.0,18.0,13.0,4.0,5.0,0.0,2.0,95.0,71.0,39.0,10.0,13.0,4.0,10.0
2012-580,Australian Open,Hard,128,G,20120116,123,103819,3.0,,Roger Federer,R,185.0,SUI,30.4394250513,3.0,8010.0,105223,11.0,,Juan Martin Del Potro,R,198.0,ARG,23.3127994524,11.0,2315.0,6-4 6-3 6-2,5,QF,119.0,4.0,1.0,77.0,44.0,39.0,19.0,14.0,5.0,6.0,5.0,3.0,87.0,58.0,33.0,16.0,13.0,3.0,8.0
2012-580,Australian Open,Hard,128,G,20120116,126,104745,2.0,,Rafael Nadal,L,185.0,ESP,25.620807666,2.0,9595.0,103819,3.0,,Roger Federer,R,185.0,SUI,30.4394250513,3.0,8010.0,6-7(5) 6-2 7-6(5) 6-4,5,SF,222.0,4.0,1.0,141.0,109.0,75.0,20.0,21.0,7.0,10.0,11.0,5.0,135.0,86.0,57.0,27.0,21.0,10.0,16.0
2012-560,US Open,Hard,128,G,20120827,1,103819,1.0,,Roger Federer,R,185.0,SUI,31.0527036277,1.0,12165.0,105385,,,Donald Young,L,183.0,USA,23.0965092402,81.0,630.0,6-3 6-2 6-4,5,R128,94.0,7.0,2.0,76.0,54.0,45.0,13.0,14.0,1.0,2.0,0.0,3.0,79.0,55.0,31.0,11.0,13.0,4.0,9.0
2012-560,US Open,Hard,128,G,20120827,65,103819,1.0,,Roger Federer,R,185.0,SUI,31.0527036277,1.0,12165.0,103451,,,Bjorn Phau,R,175.0,GER,32.8980150582,83.0,615.0,6-2 6-3 6-2,5,R64,90.0,15.0,1.0,76.0,52.0,41.0,15.0,13.0,1.0,1.0,2.0,7.0,74.0,40.0,26.0,14.0,12.0,7.0,12.0
2012-560,US Open,Hard,128,G,20120827,97,103819,1.0,,Roger Federer,R,185.0,SUI,31.0527036277,1.0,12165.0,104269,25.0,,Fernando Verdasco,L,188.0,ESP,28.7830253251,26.0,1525.0,6-3 6-4 6-4,5,R32,122.0,7.0,1.0,82.0,56.0,49.0,16.0,15.0,1.0,1.0,6.0,10.0,95.0,60.0,44.0,14.0,14.0,5.0,8.0
2012-560,US Open,Hard,128,G,20120827,113,103819,1.0,,Roger Federer,R,185.0,SUI,31.0527036277,1.0,12165.0,103888,23.0,,Mardy Fish,R,188.0,USA,30.7159479808,25.0,1535.0, W/O,5,R16,,,,,,,,,,,,,,,,,,,
2012-560,US Open,Hard,128,G,20120827,121,104607,6.0,,Tomas Berdych,R,196.0,CZE,26.9431895962,7.0,4200.0,103819,1.0,,Roger Federer,R,185.0,SUI,31.0527036277,1.0,12165.0,7-6(1) 6-4 3-6 6-3,5,QF,162.0,14.0,3.0,110.0,65.0,52.0,23.0,20.0,2.0,6.0,7.0,3.0,115.0,73.0,52.0,19.0,20.0,6.0,11.0
2013-540,Wimbledon,Grass,128,G,20130624,48,103819,3.0,,Roger Federer,R,185.0,SUI,31.8767967146,3.0,7740.0,103812,,,Victor Hanescu,R,198.0,ROU,31.9260780287,48.0,895.0,6-3 6-2 6-0,5,R128,69.0,7.0,0.0,56.0,39.0,35.0,14.0,12.0,0.0,0.0,3.0,1.0,61.0,52.0,26.0,3.0,11.0,2.0,8.0
2013-540,Wimbledon,Grass,128,G,20130624,88,104660,,,Sergiy Stakhovsky,R,193.0,UKR,27.4633812457,116.0,488.0,103819,3.0,,Roger Federer,R,185.0,SUI,31.8767967146,3.0,7740.0,6-7(5) 7-6(5) 7-5 7-6(5),5,R64,180.0,17.0,2.0,165.0,109.0,83.0,36.0,24.0,7.0,8.0,16.0,1.0,158.0,114.0,91.0,24.0,24.0,5.0,7.0
2013-560,US Open,Hard,128,G,20130826,49,103819,7.0,,Roger Federer,R,185.0,SUI,32.0492813142,7.0,4695.0,104813,,,Grega Zemlja,R,183.0,SLO,26.9075975359,62.0,771.0,6-3 6-2 7-5,5,R128,93.0,12.0,2.0,80.0,49.0,42.0,20.0,15.0,2.0,3.0,8.0,9.0,88.0,43.0,29.0,18.0,14.0,6.0,11.0
2013-560,US Open,Hard,128,G,20130826,89,103819,7.0,,Roger Federer,R,185.0,SUI,32.0492813142,7.0,4695.0,104122,,,Carlos Berlocq,R,183.0,ARG,30.559890486,48.0,905.0,6-3 6-2 6-1,5,R64,95.0,6.0,2.0,69.0,36.0,27.0,22.0,12.0,2.0,3.0,1.0,2.0,83.0,70.0,36.0,2.0,12.0,6.0,13.0
2013-560,US Open,Hard,128,G,20130826,109,103819,7.0,,Roger Federer,R,185.0,SUI,32.0492813142,7.0,4695.0,105173,,,Adrian Mannarino,L,183.0,FRA,25.158110883,63.0,756.0,6-3 6-0 6-2,5,R32,81.0,8.0,4.0,69.0,39.0,36.0,15.0,12.0,1.0,1.0,1.0,0.0,75.0,48.0,27.0,9.0,11.0,8.0,14.0
2013-560,US Open,Hard,128,G,20130826,119,103990,19.0,,Tommy Robredo,R,180.0,ESP,31.3210130048,22.0,1620.0,103819,7.0,,Roger Federer,R,185.0,SUI,32.0492813142,7.0,4695.0,7-6(3) 6-3 6-4,5,R16,144.0,6.0,4.0,125.0,88.0,61.0,17.0,16.0,14.0,16.0,5.0,0.0,86.0,52.0,38.0,16.0,15.0,3.0,7.0
2013-580,Australian Open,Hard,128,G,20130114,64,103819,2.0,,Roger Federer,R,185.0,SUI,31.4360027379,2.0,10265.0,105332,,,Benoit Paire,R,196.0,FRA,23.6878850103,46.0,900.0,6-2 6-4 6-1,5,R128,83.0,3.0,0.0,69.0,45.0,38.0,14.0,12.0,3.0,3.0,8.0,8.0,89.0,54.0,35.0,11.0,13.0,6.0,12.0
2013-580,Australian Open,Hard,128,G,20130114,96,103819,2.0,,Roger Federer,R,185.0,SUI,31.4360027379,2.0,10265.0,103786,,,Nikolay Davydenko,R,178.0,RUS,31.6194387406,40.0,1015.0,6-3 6-4 6-4,5,R64,119.0,9.0,2.0,91.0,62.0,47.0,19.0,15.0,0.0,0.0,9.0,3.0,106.0,70.0,44.0,17.0,14.0,10.0,13.0
2013-580,Australian Open,Hard,128,G,20130114,112,103819,2.0,,Roger Federer,R,185.0,SUI,31.4360027379,2.0,10265.0,106071,,,Bernard Tomic,R,193.0,AUS,20.2327173169,43.0,985.0,6-4 7-6(5) 6-1,5,R32,118.0,11.0,4.0,95.0,67.0,59.0,12.0,15.0,1.0,1.0,8.0,2.0,121.0,84.0,57.0,15.0,14.0,13.0,16.0
2013-580,Australian Open,Hard,128,G,20130114,120,103819,2.0,,Roger Federer,R,185.0,SUI,31.4360027379,2.0,10265.0,105683,13.0,,Milos Raonic,R,196.0,CAN,22.0506502396,15.0,2175.0,6-4 7-6(4) 6-2,5,R16,113.0,14.0,1.0,78.0,50.0,45.0,21.0,15.0,0.0,0.0,19.0,5.0,96.0,63.0,44.0,17.0,15.0,4.0,7.0
2013-580,Australian Open,Hard,128,G,20130114,124,103819,2.0,,Roger Federer,R,185.0,SUI,31.4360027379,2.0,10265.0,104542,7.0,,Jo Wilfried Tsonga,R,188.0,FRA,27.7453798768,8.0,3375.0,7-6(4) 4-6 7-6(4) 3-6 6-3,5,QF,214.0,6.0,3.0,158.0,98.0,76.0,33.0,26.0,4.0,9.0,20.0,1.0,175.0,117.0,88.0,27.0,26.0,14.0,18.0
2013-580,Australian Open,Hard,128,G,20130114,126,104918,3.0,,Andy Murray,R,190.0,GBR,25.6700889802,3.0,8000.0,103819,2.0,,Roger Federer,R,185.0,SUI,31.4360027379,2.0,10265.0,6-4 6-7(5) 6-3 6-7(2) 6-2,5,SF,240.0,21.0,0.0,157.0,100.0,75.0,36.0,26.0,4.0,6.0,5.0,2.0,171.0,106.0,77.0,28.0,25.0,10.0,16.0
2013-520,Roland Garros,Clay,128,G,20130527,64,103819,2.0,,Roger Federer,R,185.0,SUI,31.8001368925,3.0,8000.0,105807,,Q,Pablo Carreno Busta,R,,ESP,21.8754277892,164.0,316.0,6-2 6-2 6-3,5,R128,80.0,10.0,0.0,59.0,40.0,33.0,14.0,12.0,2.0,3.0,1.0,3.0,79.0,49.0,27.0,11.0,13.0,0.0,7.0
2013-520,Roland Garros,Clay,128,G,20130527,96,103819,2.0,,Roger Federer,R,185.0,SUI,31.8001368925,3.0,8000.0,104500,,Q,Somdev Devvarman,R,180.0,IND,28.2819986311,188.0,269.0,6-2 6-1 6-1,5,R64,82.0,3.0,0.0,65.0,40.0,30.0,18.0,11.0,3.0,3.0,2.0,0.0,75.0,46.0,19.0,16.0,11.0,7.0,14.0
2013-520,Roland Garros,Clay,128,G,20130527,112,103819,2.0,,Roger Federer,R,185.0,SUI,31.8001368925,3.0,8000.0,103898,30.0,,Julien Benneteau,R,185.0,FRA,31.4332648871,32.0,1200.0,6-3 6-4 7-5,5,R32,91.0,7.0,0.0,79.0,51.0,42.0,22.0,16.0,2.0,3.0,2.0,1.0,83.0,68.0,41.0,8.0,15.0,0.0,4.0
2013-520,Roland Garros,Clay,128,G,20130527,120,103819,2.0,,Roger Federer,R,185.0,SUI,31.8001368925,3.0,8000.0,104468,15.0,,Gilles Simon,R,183.0,FRA,28.4134154689,18.0,1895.0,6-1 4-6 2-6 6-2 6-3,5,R16,179.0,9.0,2.0,117.0,75.0,56.0,23.0,21.0,3.0,6.0,5.0,3.0,161.0,98.0,65.0,28.0,21.0,8.0,14.0
2013-520,Roland Garros,Clay,128,G,20130527,124,104542,6.0,,Jo Wilfried Tsonga,R,188.0,FRA,28.1095140315,8.0,3795.0,103819,2.0,,Roger Federer,R,185.0,SUI,31.8001368925,3.0,8000.0,7-5 6-3 6-3,5,QF,111.0,2.0,0.0,76.0,57.0,46.0,10.0,15.0,1.0,3.0,0.0,3.0,100.0,67.0,39.0,14.0,15.0,8.0,14.0
2014-580,Australian Open,Hard,128,G,20140113,32,103819,6.0,,Roger Federer,R,185.0,SUI,32.4325804244,6.0,4355.0,105902,,WC,James Duckworth,R,183.0,AUS,21.9794661191,133.0,425.0,6-4 6-4 6-2,5,R128,106.0,11.0,5.0,78.0,45.0,40.0,19.0,14.0,1.0,1.0,13.0,3.0,92.0,48.0,36.0,19.0,14.0,13.0,17.0
2014-580,Australian Open,Hard,128,G,20140113,80,103819,6.0,,Roger Federer,R,185.0,SUI,32.4325804244,6.0,4355.0,104882,,,Blaz Kavcic,R,188.0,SLO,26.8610540726,99.0,559.0,6-2 6-1 7-6(4),5,R64,107.0,11.0,0.0,76.0,58.0,45.0,9.0,13.0,1.0,2.0,6.0,3.0,99.0,61.0,32.0,18.0,14.0,5.0,11.0
2014-580,Australian Open,Hard,128,G,20140113,104,103819,6.0,,Roger Federer,R,185.0,SUI,32.4325804244,6.0,4355.0,104559,,,Teymuraz Gabashvili,R,188.0,RUS,28.643394935,79.0,651.0,6-2 6-2 6-3,5,R32,101.0,6.0,1.0,73.0,45.0,39.0,16.0,13.0,5.0,5.0,3.0,5.0,91.0,63.0,38.0,10.0,12.0,9.0,14.0
2014-580,Australian Open,Hard,128,G,20140113,116,103819,6.0,,Roger Federer,R,185.0,SUI,32.4325804244,6.0,4355.0,104542,10.0,,Jo Wilfried Tsonga,R,188.0,FRA,28.7419575633,10.0,3065.0,6-3 7-5 6-4,5,R16,112.0,7.0,1.0,84.0,48.0,42.0,25.0,16.0,1.0,1.0,8.0,1.0,88.0,46.0,32.0,23.0,15.0,4.0,7.0
2014-580,Australian Open,Hard,128,G,20140113,122,103819,6.0,,Roger Federer,R,185.0,SUI,32.4325804244,6.0,4355.0,104918,4.0,,Andy Murray,R,190.0,GBR,26.6666666667,4.0,5560.0,6-3 6-4 6-7(6) 6-3,5,QF,200.0,10.0,0.0,122.0,78.0,60.0,29.0,21.0,1.0,2.0,9.0,1.0,146.0,89.0,60.0,28.0,19.0,13.0,17.0
2014-580,Australian Open,Hard,128,G,20140113,125,104745,1.0,,Rafael Nadal,L,185.0,ESP,27.613963039,1.0,13130.0,103819,6.0,,Roger Federer,R,185.0,SUI,32.4325804244,6.0,4355.0,7-6(4) 6-3 6-3,5,SF,144.0,3.0,1.0,86.0,56.0,41.0,22.0,15.0,1.0,2.0,8.0,1.0,105.0,69.0,45.0,18.0,15.0,10.0,14.0
2014-520,Roland Garros,Clay,128,G,20140526,48,103819,4.0,,Roger Federer,R,185.0,SUI,32.7967145791,4.0,5125.0,105041,,,Lukas Lacko,R,185.0,SVK,26.559890486,87.0,617.0,6-2 6-4 6-2,5,R128,84.0,7.0,1.0,61.0,44.0,39.0,13.0,13.0,0.0,0.0,3.0,5.0,91.0,57.0,32.0,18.0,13.0,6.0,11.0
2014-520,Roland Garros,Clay,128,G,20140526,88,103819,4.0,,Roger Federer,R,185.0,SUI,32.7967145791,4.0,5125.0,106043,,Q,Diego Sebastian Schwartzman,R,,ARG,21.7741273101,109.0,533.0,6-3 6-4 6-4,5,R64,103.0,9.0,2.0,81.0,51.0,42.0,17.0,15.0,1.0,2.0,1.0,4.0,95.0,51.0,30.0,24.0,14.0,6.0,10.0
2014-520,Roland Garros,Clay,128,G,20140526,108,103819,4.0,,Roger Federer,R,185.0,SUI,32.7967145791,4.0,5125.0,104098,31.0,,Dmitry Tursunov,R,185.0,RUS,31.4524298426,32.0,1155.0,7-5 6-7(7) 6-2 6-4,5,R32,187.0,15.0,1.0,120.0,81.0,65.0,27.0,21.0,2.0,2.0,6.0,5.0,159.0,98.0,67.0,31.0,21.0,17.0,21.0
2014-520,Roland Garros,Clay,128,G,20140526,118,105208,18.0,,Ernests Gulbis,R,190.0,LAT,25.735797399,17.0,2050.0,103819,4.0,,Roger Federer,R,185.0,SUI,32.7967145791,4.0,5125.0,6-7(5) 7-6(3) 6-2 4-6 6-3,5,R16,222.0,13.0,4.0,154.0,93.0,65.0,37.0,26.0,2.0,7.0,7.0,3.0,161.0,102.0,70.0,30.0,25.0,5.0,12.0
2014-540,Wimbledon,Grass,128,G,20140623,48,103819,4.0,,Roger Federer,R,185.0,SUI,32.8733744011,4.0,4945.0,103893,,,Paolo Lorenzi,R,183.0,ITA,32.5201916496,83.0,653.0,6-1 6-1 6-3,5,R128,93.0,9.0,1.0,69.0,48.0,37.0,15.0,12.0,5.0,5.0,4.0,3.0,98.0,49.0,30.0,17.0,11.0,17.0,23.0
2014-540,Wimbledon,Grass,128,G,20140623,88,103819,4.0,,Roger Federer,R,185.0,SUI,32.8733744011,4.0,4945.0,104180,,Q,Gilles Muller,L,193.0,LUX,31.1238877481,103.0,555.0,6-3 7-5 6-3,5,R64,94.0,25.0,1.0,69.0,53.0,48.0,12.0,15.0,0.0,0.0,12.0,5.0,92.0,62.0,46.0,11.0,15.0,2.0,6.0
2014-540,Wimbledon,Grass,128,G,20140623,108,103819,4.0,,Roger Federer,R,185.0,SUI,32.8733744011,4.0,4945.0,105053,,,Santiago Giraldo,R,188.0,COL,26.5708418891,35.0,1118.0,6-3 6-1 6-3,5,R32,81.0,8.0,1.0,73.0,50.0,42.0,12.0,13.0,2.0,2.0,0.0,4.0,85.0,61.0,37.0,8.0,12.0,4.0,9.0
2014-540,Wimbledon,Grass,128,G,20140623,118,103819,4.0,,Roger Federer,R,185.0,SUI,32.8733744011,4.0,4945.0,103990,23.0,,Tommy Robredo,R,180.0,ESP,32.1451060917,22.0,1630.0,6-1 6-4 6-4,5,R16,94.0,11.0,0.0,75.0,42.0,37.0,24.0,14.0,1.0,1.0,3.0,1.0,87.0,61.0,36.0,13.0,13.0,9.0,13.0
2014-540,Wimbledon,Grass,128,G,20140623,123,103819,4.0,,Roger Federer,R,185.0,SUI,32.8733744011,4.0,4945.0,104527,5.0,,Stanislas Wawrinka,R,183.0,SUI,29.2375085558,3.0,5420.0,3-6 7-6(5) 6-4 6-4,5,QF,153.0,10.0,1.0,119.0,77.0,61.0,29.0,20.0,3.0,4.0,9.0,1.0,124.0,74.0,57.0,31.0,21.0,5.0,7.0
2014-540,Wimbledon,Grass,128,G,20140623,126,103819,4.0,,Roger Federer,R,185.0,SUI,32.8733744011,4.0,4945.0,105683,8.0,,Milos Raonic,R,196.0,CAN,23.4880219028,9.0,3245.0,6-4 6-4 6-4,5,SF,101.0,6.0,1.0,80.0,52.0,42.0,19.0,15.0,1.0,1.0,17.0,4.0,84.0,46.0,37.0,19.0,15.0,4.0,7.0
2014-540,Wimbledon,Grass,128,G,20140623,127,104925,1.0,,Novak Djokovic,R,188.0,SRB,27.0882956879,2.0,12330.0,103819,4.0,,Roger Federer,R,185.0,SUI,32.8733744011,4.0,4945.0,6-7(7) 6-4 7-6(4) 5-7 6-4,5,F,236.0,13.0,3.0,174.0,108.0,79.0,43.0,28.0,4.0,7.0,29.0,5.0,192.0,133.0,102.0,26.0,28.0,11.0,15.0
2014-560,US Open,Hard,128,G,20140825,64,103819,2.0,,Roger Federer,R,185.0,SUI,33.0458590007,3.0,7490.0,104594,,,Marinko Matosevic,R,194.0,AUS,29.0458590007,76.0,682.0,6-3 6-4 7-6(4),5,R128,127.0,10.0,1.0,87.0,60.0,53.0,15.0,16.0,2.0,3.0,4.0,4.0,120.0,71.0,44.0,26.0,15.0,11.0,14.0
2014-560,US Open,Hard,128,G,20140825,96,103819,2.0,,Roger Federer,R,185.0,SUI,33.0458590007,3.0,7490.0,105032,,,Samuel Groth,R,,AUS,26.8501026694,104.0,571.0,6-4 6-4 6-4,5,R64,108.0,9.0,4.0,79.0,49.0,41.0,15.0,15.0,0.0,2.0,9.0,8.0,109.0,69.0,41.0,20.0,15.0,6.0,11.0
2014-560,US Open,Hard,128,G,20140825,112,103819,2.0,,Roger Federer,R,185.0,SUI,33.0458590007,3.0,7490.0,104719,,,Marcel Granollers,R,190.0,ESP,28.3696098563,42.0,1010.0,4-6 6-1 6-1 6-1,5,R32,118.0,12.0,0.0,93.0,58.0,41.0,20.0,15.0,6.0,8.0,5.0,3.0,99.0,56.0,30.0,18.0,16.0,11.0,20.0
2014-560,US Open,Hard,128,G,20140825,120,103819,2.0,,Roger Federer,R,185.0,SUI,33.0458590007,3.0,7490.0,105138,17.0,,Roberto Bautista Agut,R,,ESP,26.3627652293,19.0,1800.0,6-4 6-3 6-2,5,R16,116.0,8.0,5.0,87.0,51.0,39.0,19.0,13.0,6.0,7.0,2.0,4.0,102.0,65.0,38.0,15.0,14.0,7.0,13.0
